,starttime,endtime
137,1709601962.585037,1709601962.5850468
138,1709601962.6801214,1709601962.6801326
139,1709601962.7756407,1709601962.7756517
140,1709601962.8750684,1709601962.8750796
141,1709601962.9751685,1709601962.9751768
142,1709601963.0843995,1709601963.0844114
143,1709601963.1756663,1709601963.1756778
144,1709601963.2759006,1709601963.2759109
145,1709601963.3882303,1709601963.3882408
146,1709601963.4866369,1709601963.4866471
147,1709601963.5732496,1709601963.573259
148,1709601963.6953466,1709601963.6953568
149,1709601963.7920263,1709601963.7920363
150,1709601963.8864563,1709601963.886466
151,1709601963.9819944,1709601963.9820044
152,1709601964.0740438,1709601964.074055
153,1709601964.1731873,1709601964.173198
154,1709601964.2869031,1709601964.286913
155,1709601964.382928,1709601964.382938
156,1709601964.47889,1709601964.4788997
157,1709601964.596483,1709601964.5964923
158,1709601964.679696,1709601964.6797051
159,1709601964.7832236,1709601964.7832325
160,1709601964.8774025,1709601964.8774123
161,1709601964.9897447,1709601964.9897535
162,1709601965.0817459,1709601965.0817552
163,1709601965.1781876,1709601965.178196
164,1709601965.277649,1709601965.2776575
165,1709601965.3760788,1709601965.3760881
166,1709601965.472381,1709601965.47239
167,1709601965.5748665,1709601965.5748749
168,1709601965.6800241,1709601965.6800327
169,1709601965.7813416,1709601965.7813501
170,1709601965.882497,1709601965.8825054
171,1709601965.9797306,1709601965.97974
172,1709601966.0835288,1709601966.0835361
173,1709601966.1878154,1709601966.1879847
174,1709601966.2825446,1709601966.2825537
175,1709601966.3806906,1709601966.3806987
176,1709601966.478768,1709601966.4787772
177,1709601966.574611,1709601966.5746176
178,1709601966.6727293,1709601966.6727388
179,1709601966.7730632,1709601966.7730727
180,1709601966.8768275,1709601966.8768346
181,1709601966.978345,1709601966.9783525
182,1709601967.0836275,1709601967.0836382
183,1709601967.1855834,1709601967.1855893
184,1709601967.2752945,1709601967.2753034
185,1709601967.3797634,1709601967.3797722
186,1709601967.499299,1709601967.4993057
187,1709601967.5754032,1709601967.575411
188,1709601967.6769996,1709601967.6770077
189,1709601967.7784665,1709601967.7784748
190,1709601967.8765469,1709601967.8765554
191,1709601967.980376,1709601967.9803863
192,1709601968.0837712,1709601968.0837796
193,1709601968.1818988,1709601968.1819036
194,1709601968.271986,1709601968.2719948
195,1709601968.378528,1709601968.3785372
196,1709601968.48448,1709601968.4844882
197,1709601968.5899384,1709601968.5899472
198,1709601968.6735609,1709601968.673571
199,1709601968.7793605,1709601968.7793672
200,1709601968.8840206,1709601968.8840327
201,1709601968.9728634,1709601968.972872
202,1709601969.0873303,1709601969.087335
203,1709601969.17663,1709601969.176639
204,1709601969.2711298,1709601969.2711391
205,1709601969.3720853,1709601969.3720944
206,1709601969.481989,1709601969.4819992
207,1709601969.5732238,1709601969.573234
208,1709601969.6840403,1709601969.6840508
209,1709601969.7796721,1709601969.7796884
210,1709601969.8836434,1709601969.8836513
211,1709601969.9757683,1709601969.9757755
212,1709601970.071604,1709601970.0716102
213,1709601970.1753242,1709601970.1753323
214,1709601970.27407,1709601970.2740936
215,1709601970.3871648,1709601970.3871732
216,1709601970.4740458,1709601970.474054
217,1709601970.5766106,1709601970.576617
218,1709601970.6845548,1709601970.6845634
219,1709601970.774781,1709601970.7747886
220,1709601970.872872,1709601970.8728805
221,1709601970.9762516,1709601970.976261
222,1709601971.074913,1709601971.07494
223,1709601971.176816,1709601971.1768265
224,1709601971.2726583,1709601971.272668
225,1709601971.382699,1709601971.382707
226,1709601971.4764304,1709601971.4764388
227,1709601971.5802133,1709601971.5802178
228,1709601971.6747258,1709601971.6747344
229,1709601971.779656,1709601971.7796648
230,1709601971.876321,1709601971.8763287
231,1709601971.9723966,1709601971.9724052
232,1709601972.0752296,1709601972.0752358
233,1709601972.1771128,1709601972.1771219
234,1709601972.2723417,1709601972.272351
235,1709601972.3772414,1709601972.3772492
236,1709601972.478477,1709601972.4784818
237,1709601972.571324,1709601972.5714242
238,1709601972.6760232,1709601972.6761248
239,1709601972.7792175,1709601972.7793198
240,1709601972.8774574,1709601972.8774965
241,1709601972.9760494,1709601972.9761004
242,1709601973.0789025,1709601973.0789576
243,1709601973.1735272,1709601973.1736064
244,1709601973.2724423,1709601973.2725055
245,1709601973.3742313,1709601973.3742902
246,1709601973.473769,1709601973.4738934
247,1709601973.5719366,1709601973.5719872
248,1709601973.6767797,1709601973.6768746
249,1709601973.7735808,1709601973.773676
250,1709601973.8729563,1709601973.8730118
251,1709601973.975942,1709601973.9759967
252,1709601974.0722425,1709601974.0723033
253,1709601974.1736953,1709601974.173748
254,1709601974.2739336,1709601974.273984
255,1709601974.3780534,1709601974.3781078
256,1709601974.4746602,1709601974.4747477
257,1709601974.5939252,1709601974.5939915
258,1709601974.6754718,1709601974.6755667
259,1709601974.7784126,1709601974.7785292
260,1709601974.8788583,1709601974.8789122
261,1709601974.975106,1709601974.9751475
262,1709601975.0726986,1709601975.0727472
263,1709601975.1803973,1709601975.1804762
264,1709601975.2726865,1709601975.2727413
265,1709601975.3746488,1709601975.3747106
266,1709601975.4732196,1709601975.473277
267,1709601975.574476,1709601975.5745654
268,1709601975.6755102,1709601975.6755643
269,1709601975.7721395,1709601975.7722251
270,1709601975.8754733,1709601975.875508
271,1709601975.9833038,1709601975.9833596
272,1709601976.0733998,1709601976.073477
273,1709601976.1735137,1709601976.17356
274,1709601976.273323,1709601976.27337
275,1709601976.380753,1709601976.3808184
276,1709601976.473993,1709601976.4740708
277,1709601976.58114,1709601976.5811489
278,1709601976.680356,1709601976.6803646
279,1709601976.7752476,1709601976.775259
280,1709601976.871947,1709601976.8719575
281,1709601976.9740787,1709601976.974088
282,1709601977.0743172,1709601977.0743256
283,1709601977.1722167,1709601977.172225
284,1709601977.27917,1709601977.2791805
285,1709601977.3749988,1709601977.3750062
286,1709601977.4779983,1709601977.4780147
287,1709601977.5740302,1709601977.574041
288,1709601977.678282,1709601977.6782923
289,1709601977.7772675,1709601977.7772748
290,1709601977.8726468,1709601977.8726563
291,1709601977.9724698,1709601977.972477
292,1709601978.0740695,1709601978.0740798
293,1709601978.1739185,1709601978.1739273
294,1709601978.2713778,1709601978.271383
295,1709601978.371997,1709601978.3720052
296,1709601978.47338,1709601978.4733884
297,1709601978.5802426,1709601978.5828333
298,1709601978.6722655,1709601978.6765943
299,1709601978.777182,1709601978.7814672
300,1709601978.8714714,1709601978.874887
301,1709601978.973324,1709601978.9775696
302,1709601979.0722165,1709601979.0758474
303,1709601979.174491,1709601979.177509
304,1709601979.2775185,1709601979.2814434
305,1709601979.3723528,1709601979.3754473
306,1709601979.4718575,1709601979.4758544
307,1709601979.5719984,1709601979.577187
308,1709601979.6773884,1709601979.6796274
309,1709601979.772036,1709601979.7753656
310,1709601979.8749564,1709601979.8793108
311,1709601979.9782927,1709601979.9811256
312,1709601980.0716417,1709601980.0752687
313,1709601980.1770265,1709601980.1806004
314,1709601980.2769952,1709601980.2811475
315,1709601980.3763504,1709601980.3793342
316,1709601980.4824116,1709601980.4862115
317,1709601980.5748575,1709601980.5803413
318,1709601980.67735,1709601980.6802137
319,1709601980.7790923,1709601980.7822769
320,1709601980.8721464,1709601980.8828933
321,1709601980.9756098,1709601980.9787269
322,1709601981.0738833,1709601981.0768166
323,1709601981.1753933,1709601981.178586
324,1709601981.2716532,1709601981.2768102
325,1709601981.3820808,1709601981.3852258
326,1709601981.4745033,1709601981.4792078
327,1709601981.5754712,1709601981.583396
328,1709601981.6980093,1709601981.701402
329,1709601981.7732573,1709601981.7791595
330,1709601981.8728912,1709601981.8755455
331,1709601981.9712925,1709601981.975026
332,1709601982.0712476,1709601982.0742495
333,1709601982.174679,1709601982.1802783
334,1709601982.273233,1709601982.276341
335,1709601982.3761055,1709601982.3797107
336,1709601982.4713557,1709601982.4744716
337,1709601982.572903,1709601982.5760362
338,1709601982.6721473,1709601982.6749601
339,1709601982.773712,1709601982.7759733
340,1709601982.8719099,1709601982.8752093
341,1709601982.976226,1709601982.9791596
342,1709601983.0736747,1709601983.0767148
343,1709601983.172433,1709601983.1754303
344,1709601983.275062,1709601983.2783272
345,1709601983.375432,1709601983.3792582
346,1709601983.4750051,1709601983.47934
347,1709601983.5726988,1709601983.57608
348,1709601983.6746953,1709601983.674703
349,1709601983.7730196,1709601983.7730284
350,1709601983.888228,1709601983.888236
351,1709601983.9749215,1709601983.974931
352,1709601984.0817895,1709601984.0817976
353,1709601984.1727943,1709601984.1728039
354,1709601984.2732677,1709601984.273275
355,1709601984.3745117,1709601984.3745198
356,1709601984.4761019,1709601984.4761102
357,1709601984.5735106,1709601984.5735188
358,1709601984.672324,1709601984.6723313
359,1709601984.7742128,1709601984.7742198
360,1709601984.872549,1709601984.8725562
361,1709601984.9728107,1709601984.9728212
362,1709601985.073128,1709601985.0731382
363,1709601985.171764,1709601985.1717713
364,1709601985.2723112,1709601985.2723174
365,1709601985.377843,1709601985.3778532
366,1709601985.4725392,1709601985.472547
367,1709601985.576801,1709601985.576809
368,1709601985.671776,1709601985.6717844
369,1709601985.7727516,1709601985.7727604
370,1709601985.8759205,1709601985.8759286
371,1709601985.9735289,1709601985.9735384
372,1709601986.0740101,1709601986.0740185
373,1709601986.175255,1709601986.175263
374,1709601986.2730157,1709601986.2730217
375,1709601986.3722303,1709601986.3722382
376,1709601986.4735017,1709601986.4735107
377,1709601986.57261,1709601986.5726175
378,1709601986.672115,1709601986.6721227
379,1709601986.7726321,1709601986.7726383
380,1709601986.8724122,1709601986.8724208
381,1709601986.9735854,1709601986.9735928
382,1709601987.077144,1709601987.0771508
383,1709601987.176872,1709601987.1768777
384,1709601987.2791898,1709601987.2791972
385,1709601987.37281,1709601987.3728156
386,1709601987.4721375,1709601987.472147
387,1709601987.572087,1709601987.572095
388,1709601987.671744,1709601987.6717515
389,1709601987.7733102,1709601987.7733173
390,1709601987.877662,1709601987.8776684
391,1709601987.9759398,1709601987.9759474
392,1709601988.072205,1709601988.0722132
393,1709601988.1719449,1709601988.1719525
394,1709601988.271879,1709601988.2718859
395,1709601988.372734,1709601988.3727407
396,1709601988.4788167,1709601988.478826
397,1709601988.5765734,1709601988.5765817
398,1709601988.6743698,1709601988.6743774
399,1709601988.7939487,1709601988.7939563
400,1709601988.8737426,1709601988.873748
401,1709601988.974079,1709601988.9740868
402,1709601989.073543,1709601989.0735493
403,1709601989.171756,1709601989.1717618
404,1709601989.280181,1709601989.2801864
405,1709601989.3774238,1709601989.3774304
406,1709601989.4754634,1709601989.4754725
407,1709601989.5721226,1709601989.5721288
408,1709601989.6827364,1709601989.6827443
409,1709601989.781068,1709601989.7810767
410,1709601989.8722956,1709601989.8723025
411,1709601989.9724903,1709601989.9724977
412,1709601990.0787482,1709601990.0787563
413,1709601990.182068,1709601990.182079
414,1709601990.2786255,1709601990.2786324
415,1709601990.377894,1709601990.3779018
416,1709601990.471756,1709601990.4717634
417,1709601990.5728996,1709601990.572908
418,1709601990.6780405,1709601990.6780493
419,1709601990.7716982,1709601990.7717054
420,1709601990.8761237,1709601990.8761322
421,1709601990.9721365,1709601990.972144
422,1709601991.0720134,1709601991.072021
423,1709601991.1730688,1709601991.173075
424,1709601991.2808888,1709601991.2808967
425,1709601991.3721657,1709601991.372172
426,1709601991.4722204,1709601991.472228
427,1709601991.5774457,1709601991.5774508
428,1709601991.6746833,1709601991.6746898
429,1709601991.7739384,1709601991.773948
430,1709601991.8836505,1709601991.8836596
431,1709601991.9719143,1709601991.971922
432,1709601992.0729253,1709601992.072931
433,1709601992.1747732,1709601992.1747804
434,1709601992.2726598,1709601992.2726653
435,1709601992.3725739,1709601992.3725839
436,1709601992.4817734,1709601992.481781
437,1709601992.5721612,1709601992.572169
438,1709601992.6723192,1709601992.6723275
439,1709601992.7748659,1709601992.774874
440,1709601992.8720236,1709601992.8720307
441,1709601992.971237,1709601992.9712436
442,1709601993.074301,1709601993.0743062
443,1709601993.172033,1709601993.17204
444,1709601993.2719064,1709601993.2719138
445,1709601993.3782563,1709601993.3782647
446,1709601993.471749,1709601993.471756
447,1709601993.5725682,1709601993.5725753
448,1709601993.676071,1709601993.6760778
449,1709601993.773731,1709601993.7737393
450,1709601993.871634,1709601993.8716414
451,1709601993.9721649,1709601993.9721746
452,1709601994.0730278,1709601994.0730371
453,1709601994.172575,1709601994.1725814
454,1709601994.2759821,1709601994.2759905
455,1709601994.373525,1709601994.3735332
456,1709601994.471697,1709601994.4717052
457,1709601994.5746694,1709601994.574677
458,1709601994.6746352,1709601994.6746423
459,1709601994.7717228,1709601994.77173
460,1709601994.8782287,1709601994.8782358
461,1709601994.9734964,1709601994.973504
462,1709601995.0735865,1709601995.0735934
463,1709601995.1734967,1709601995.1735048
464,1709601995.2717314,1709601995.2717388
465,1709601995.3722975,1709601995.3723047
466,1709601995.4776926,1709601995.4777024
467,1709601995.5712943,1709601995.5713
468,1709601995.6723046,1709601995.67231
469,1709601995.7752597,1709601995.7752688
470,1709601995.873378,1709601995.873388
471,1709601995.9722798,1709601995.972288
472,1709601996.0750654,1709601996.0750718
473,1709601996.172224,1709601996.1722317
474,1709601996.272404,1709601996.272411
475,1709601996.3794434,1709601996.379453
476,1709601996.4716141,1709601996.4716215
477,1709601996.5737839,1709601996.5737946
478,1709601996.6751046,1709601996.6751132
479,1709601996.774231,1709601996.7742383
480,1709601996.8730528,1709601996.873062
481,1709601996.9744165,1709601996.9744244
482,1709601997.0755584,1709601997.075569
483,1709601997.1748743,1709601997.1748836
484,1709601997.2802746,1709601997.280283
485,1709601997.371783,1709601997.3717887
486,1709601997.4767528,1709601997.4767616
487,1709601997.5946352,1709601997.5946445
488,1709601997.6741228,1709601997.674133
489,1709601997.771556,1709601997.7715626
490,1709601997.8767214,1709601997.8767295
491,1709601997.9716823,1709601997.9716883
492,1709601998.0736623,1709601998.0736716
493,1709601998.1775956,1709601998.1776087
494,1709601998.2714448,1709601998.2714503
495,1709601998.372723,1709601998.372733
496,1709601998.4909241,1709601998.4909315
497,1709601998.5715122,1709601998.5715187
498,1709601998.678496,1709601998.6785045
499,1709601998.7874982,1709601998.7875066
500,1709601998.8778794,1709601998.8778884
501,1709601998.9842951,1709601998.9843028
502,1709601999.08338,1709601999.0833874
503,1709601999.1771162,1709601999.177124
504,1709601999.2757545,1709601999.2757638
505,1709601999.3845613,1709601999.3845704
506,1709601999.474644,1709601999.4746542
507,1709601999.5796273,1709601999.579635
508,1709601999.6972902,1709601999.697299
509,1709601999.7823749,1709601999.782383
510,1709601999.8792617,1709601999.8792717
511,1709601999.97682,1709601999.9768274
512,1709602000.0728,1709602000.072808
513,1709602000.1834154,1709602000.183424
514,1709602000.2931294,1709602000.2931376
515,1709602000.3760395,1709602000.3760486
516,1709602000.476649,1709602000.4766583
517,1709602000.5841875,1709602000.5841959
518,1709602000.6743412,1709602000.6743484
519,1709602000.796775,1709602000.7967803
520,1709602000.875241,1709602000.8752491
521,1709602000.978175,1709602000.978181
522,1709602001.078066,1709602001.0780752
523,1709602001.1814969,1709602001.1815052
524,1709602001.2732122,1709602001.2732208
525,1709602001.3782747,1709602001.37828
526,1709602001.4771957,1709602001.4772034
527,1709602001.577459,1709602001.5774658
528,1709602001.6761553,1709602001.6761622
529,1709602001.7777658,1709602001.7777715
530,1709602001.8761485,1709602001.8761537
531,1709602001.9770846,1709602001.97709
532,1709602002.0838187,1709602002.0838256
533,1709602002.1720707,1709602002.172078
534,1709602002.2725394,1709602002.2725465
535,1709602002.3788416,1709602002.3788497
536,1709602002.4778779,1709602002.4778833
537,1709602002.5800765,1709602002.580084
538,1709602002.6795805,1709602002.6795845
539,1709602002.777979,1709602002.7779872
540,1709602002.8772836,1709602002.8772924
541,1709602002.9851038,1709602002.9851108
542,1709602003.0727503,1709602003.0727592
543,1709602003.178192,1709602003.1782007
544,1709602003.2782366,1709602003.2782445
545,1709602003.378835,1709602003.3788426
546,1709602003.480228,1709602003.4802349
547,1709602003.5876808,1709602003.5876892
548,1709602003.6885195,1709602003.6885285
549,1709602003.782214,1709602003.782224
550,1709602003.8851545,1709602003.8851633
551,1709602003.9773045,1709602003.9773142
552,1709602004.0773728,1709602004.0773814
553,1709602004.1814141,1709602004.1814203
554,1709602004.27191,1709602004.2719176
555,1709602004.372884,1709602004.3728888
556,1709602004.4830422,1709602004.4830492
557,1709602004.5774403,1709602004.5774498
558,1709602004.681741,1709602004.681749
559,1709602004.7860482,1709602004.7860548
560,1709602004.8718977,1709602004.871905
561,1709602004.9727373,1709602004.9727437
562,1709602005.0721228,1709602005.072129
563,1709602005.1812928,1709602005.1813014
564,1709602005.279396,1709602005.2794034
565,1709602005.3797848,1709602005.379794
566,1709602005.47251,1709602005.472519
567,1709602005.5719635,1709602005.5719721
568,1709602005.691596,1709602005.6916041
569,1709602005.771577,1709602005.7715845
570,1709602005.87824,1709602005.878245
571,1709602005.9856288,1709602005.985638
572,1709602006.0783253,1709602006.0783324
573,1709602006.1765568,1709602006.1765678
574,1709602006.2755318,1709602006.2755392
575,1709602006.3761005,1709602006.3761072
576,1709602006.4787061,1709602006.4787126
577,1709602006.5911205,1709602006.5911279
578,1709602006.6763458,1709602006.676352
579,1709602006.7792094,1709602006.7792184
580,1709602006.8827953,1709602006.882803
581,1709602006.9769938,1709602006.9770048
582,1709602007.0760052,1709602007.076013
583,1709602007.1772795,1709602007.1772833
584,1709602007.2776814,1709602007.2776885
585,1709602007.379682,1709602007.3796911
586,1709602007.4776495,1709602007.4776556
587,1709602007.5776362,1709602007.5776446
588,1709602007.6827044,1709602007.6827137
589,1709602007.8226326,1709602007.8226407
590,1709602007.8856034,1709602007.8856125
591,1709602007.9755917,1709602007.9756012
592,1709602008.0739403,1709602008.0739484
593,1709602008.1821067,1709602008.182114
594,1709602008.2773545,1709602008.2773635
595,1709602008.375955,1709602008.3759618
596,1709602008.4777749,1709602008.477784
597,1709602008.5722063,1709602008.5722134
598,1709602008.6720335,1709602008.6720405
599,1709602008.7798452,1709602008.779854
600,1709602008.876852,1709602008.8768578
601,1709602008.9792283,1709602008.9792364
602,1709602009.07432,1709602009.074326
603,1709602009.1802547,1709602009.180264
604,1709602009.2849257,1709602009.2849324
605,1709602009.375005,1709602009.37501
606,1709602009.4720984,1709602009.472106
607,1709602009.5881279,1709602009.588135
608,1709602009.6763465,1709602009.6763554
609,1709602009.7814686,1709602009.781477
610,1709602009.8793378,1709602009.8793423
611,1709602009.984204,1709602009.9842167
612,1709602010.078055,1709602010.0780632
613,1709602010.180586,1709602010.1805897
614,1709602010.2814088,1709602010.2814145
615,1709602010.376638,1709602010.3766623
616,1709602010.4793649,1709602010.479371
617,1709602010.579818,1709602010.579826
618,1709602010.6781611,1709602010.6781693
619,1709602010.782058,1709602010.7820654
620,1709602010.880438,1709602010.8804476
621,1709602010.9761899,1709602010.976198
622,1709602011.087281,1709602011.0872886
623,1709602011.1752753,1709602011.175283
624,1709602011.2716455,1709602011.271653
625,1709602011.3845212,1709602011.3845277
626,1709602011.4759235,1709602011.475934
627,1709602011.5776029,1709602011.5776105
628,1709602011.680375,1709602011.680383
629,1709602011.771969,1709602011.7719772
630,1709602011.8729095,1709602011.8729157
631,1709602011.983615,1709602011.983623
632,1709602012.0771031,1709602012.0771096
633,1709602012.1800942,1709602012.180102
634,1709602012.2869313,1709602012.2869391
635,1709602012.3719525,1709602012.3719616
636,1709602012.4773076,1709602012.477316
637,1709602012.5928965,1709602012.5929055
638,1709602012.6750784,1709602012.6750884
639,1709602012.7722497,1709602012.7722564
640,1709602012.883119,1709602012.8831272
641,1709602012.9712052,1709602012.9712107
642,1709602013.0714524,1709602013.0714614
643,1709602013.1877403,1709602013.1877491
644,1709602013.2752187,1709602013.2752268
645,1709602013.3770037,1709602013.377012
646,1709602013.486555,1709602013.4865623
647,1709602013.5719862,1709602013.5719948
648,1709602013.6816168,1709602013.6816251
649,1709602013.7901833,1709602013.7901917
650,1709602013.874768,1709602013.8747761
651,1709602013.97207,1709602013.9720778
652,1709602014.0859797,1709602014.0859876
653,1709602014.1775024,1709602014.1775098
654,1709602014.281376,1709602014.2813818
655,1709602014.3929923,1709602014.3930006
656,1709602014.475716,1709602014.4757214
657,1709602014.5804698,1709602014.5804756
658,1709602014.6936023,1709602014.6936116
659,1709602014.776205,1709602014.7762127
660,1709602014.8792777,1709602014.8792858
661,1709602014.9818537,1709602014.9818614
662,1709602015.0896013,1709602015.0896108
663,1709602015.175826,1709602015.175835
664,1709602015.295673,1709602015.2956803
665,1709602015.381881,1709602015.3818882
666,1709602015.477055,1709602015.4770632
667,1709602015.5786922,1709602015.578698
668,1709602015.6748028,1709602015.6748126
669,1709602015.7804103,1709602015.780419
670,1709602015.8875043,1709602015.8875122
671,1709602015.979459,1709602015.9794672
672,1709602016.0805745,1709602016.0805833
673,1709602016.1893172,1709602016.1893258
674,1709602016.275608,1709602016.2756164
675,1709602016.3772194,1709602016.3772273
676,1709602016.4988327,1709602016.4988425
677,1709602016.5797105,1709602016.5797179
678,1709602016.6837761,1709602016.6837852
679,1709602016.7850606,1709602016.7850735
680,1709602016.8839722,1709602016.8839777
681,1709602016.9822679,1709602016.9822757
682,1709602017.0978923,1709602017.097902
683,1709602017.1862721,1709602017.1862807
684,1709602017.2821639,1709602017.2821724
685,1709602017.3917065,1709602017.3917136
686,1709602017.480312,1709602017.4803193
687,1709602017.5801203,1709602017.5801296
688,1709602017.6943235,1709602017.6943295
689,1709602017.7851546,1709602017.7851617
690,1709602017.8784142,1709602017.878422
691,1709602018.3223686,1709602018.3264546
692,1709602018.3357184,1709602018.3396723
693,1709602018.3870895,1709602018.390525
694,1709602018.4815428,1709602018.4847937
695,1709602018.578155,1709602018.5814002
696,1709602018.6726086,1709602018.6765044
697,1709602018.7724278,1709602018.7766843
698,1709602018.8780403,1709602018.8819764
699,1709602018.9774582,1709602018.9805598
700,1709602019.0737123,1709602019.0768256
701,1709602019.1856484,1709602019.189223
702,1709602019.2749321,1709602019.2787147
703,1709602019.3730874,1709602019.3771212
704,1709602019.4759321,1709602019.4791002
705,1709602019.5739028,1709602019.5770838
706,1709602019.6755414,1709602019.6796257
707,1709602019.7818043,1709602019.7886403
708,1709602019.890457,1709602019.8986661
709,1709602020.0131392,1709602020.0281825
710,1709602020.0814943,1709602020.0853128
711,1709602020.182605,1709602020.1867323
712,1709602020.2731695,1709602020.2754364
713,1709602020.3771455,1709602020.3809733
714,1709602020.4790561,1709602020.486
715,1709602020.5732124,1709602020.5755515
