,starttime,endtime
137,1709660425.584932,1709660425.589962
138,1709660425.6836088,1709660425.6879067
139,1709660425.7821932,1709660425.789972
140,1709660425.8870614,1709660425.8919587
141,1709660425.9807575,1709660425.9848669
142,1709660426.0810761,1709660426.0889854
143,1709660426.1857889,1709660426.18962
144,1709660426.2826989,1709660426.2862236
145,1709660426.384365,1709660426.3894048
146,1709660426.4826436,1709660426.4873383
147,1709660426.5841722,1709660426.587617
148,1709660426.6775947,1709660426.6822946
149,1709660426.7892244,1709660426.8046908
150,1709660426.8795388,1709660426.8836348
151,1709660426.9840238,1709660426.9867017
152,1709660427.0865963,1709660427.0890658
153,1709660427.1775174,1709660427.1812701
154,1709660427.27785,1709660427.281418
155,1709660427.3812423,1709660427.3852868
156,1709660427.4820476,1709660427.4854693
157,1709660427.5977907,1709660427.6125057
158,1709660427.6928074,1709660427.6975944
159,1709660427.784826,1709660427.7878656
160,1709660427.8858018,1709660427.8888104
161,1709660427.981369,1709660427.9842904
162,1709660428.0831542,1709660428.0863056
163,1709660428.1818979,1709660428.184984
164,1709660428.2820349,1709660428.2875354
165,1709660428.3795195,1709660428.3877957
166,1709660428.4825382,1709660428.485905
167,1709660428.5894487,1709660428.5934074
168,1709660428.6896048,1709660428.6925757
169,1709660428.785852,1709660428.7920158
170,1709660428.8838906,1709660428.8871465
171,1709660428.9788914,1709660428.9828916
172,1709660429.0800219,1709660429.0827303
173,1709660429.1810186,1709660429.1841834
174,1709660429.2793422,1709660429.2820554
175,1709660429.3789177,1709660429.3825204
176,1709660429.4824865,1709660429.486557
177,1709660429.5884912,1709660429.592512
178,1709660429.692492,1709660429.6959422
179,1709660429.778562,1709660429.7814817
180,1709660429.8834553,1709660429.8883991
181,1709660429.9822538,1709660429.9853833
182,1709660430.0811439,1709660430.0841217
183,1709660430.1795845,1709660430.1826124
184,1709660430.2838733,1709660430.2868774
185,1709660430.3791516,1709660430.38743
186,1709660430.4853165,1709660430.488286
187,1709660430.5824196,1709660430.586778
188,1709660430.6785798,1709660430.6825988
189,1709660430.781672,1709660430.784912
190,1709660430.880241,1709660430.88304
191,1709660430.977377,1709660430.9802794
192,1709660431.0904052,1709660431.0940096
193,1709660431.182546,1709660431.1844609
194,1709660431.2778673,1709660431.2810678
195,1709660431.3874316,1709660431.3901794
196,1709660431.4812686,1709660431.4849634
197,1709660431.5777776,1709660431.581818
198,1709660431.6804998,1709660431.684515
199,1709660431.7770798,1709660431.7798305
200,1709660431.8967595,1709660431.9003234
201,1709660431.9881623,1709660431.9916668
202,1709660432.0789142,1709660432.082063
203,1709660432.1787028,1709660432.1822786
204,1709660432.280429,1709660432.2840047
205,1709660432.3833203,1709660432.3875284
206,1709660432.4778476,1709660432.4816055
207,1709660432.5823755,1709660432.589541
208,1709660432.6778786,1709660432.6808376
209,1709660432.7808251,1709660432.7848413
210,1709660432.8836308,1709660432.889793
211,1709660432.9791777,1709660432.9820325
212,1709660433.0773394,1709660433.0798786
213,1709660433.178478,1709660433.1814995
214,1709660433.2805107,1709660433.2835672
215,1709660433.3797374,1709660433.3828495
216,1709660433.482862,1709660433.487781
217,1709660433.5797665,1709660433.5839024
218,1709660433.6799135,1709660433.6846852
219,1709660433.782003,1709660433.7858806
220,1709660433.9008687,1709660433.90423
221,1709660433.9779484,1709660433.9802005
222,1709660434.082039,1709660434.085727
223,1709660434.1812065,1709660434.18427
224,1709660434.281634,1709660434.286516
225,1709660434.381754,1709660434.3849185
226,1709660434.4826357,1709660434.4864423
227,1709660434.589735,1709660434.5928202
228,1709660434.6800916,1709660434.682831
229,1709660434.778775,1709660434.7809565
230,1709660434.877866,1709660434.8812273
231,1709660434.984506,1709660434.9877384
232,1709660435.077347,1709660435.0802078
233,1709660435.179671,1709660435.1836078
234,1709660435.279073,1709660435.281837
235,1709660435.3824108,1709660435.3864455
236,1709660435.4809072,1709660435.4860613
237,1709660435.5864038,1709660435.5900016
238,1709660435.679433,1709660435.6829867
239,1709660435.7771065,1709660435.7799368
240,1709660435.8817062,1709660435.8817127
241,1709660435.9778767,1709660435.977883
242,1709660436.0801613,1709660436.0801656
243,1709660436.1855822,1709660436.1855931
244,1709660436.2802918,1709660436.280298
245,1709660436.3825936,1709660436.3825994
246,1709660436.4793062,1709660436.4793117
247,1709660436.5791192,1709660436.579125
248,1709660436.676731,1709660436.676737
249,1709660436.7801867,1709660436.7801933
250,1709660436.8784041,1709660436.8784096
251,1709660436.9784176,1709660436.978423
252,1709660437.0794497,1709660437.0794559
253,1709660437.1790874,1709660437.179092
254,1709660437.2792492,1709660437.2792547
255,1709660437.3790848,1709660437.3790913
256,1709660437.4804692,1709660437.4804761
257,1709660437.5818284,1709660437.5818343
258,1709660437.680313,1709660437.6803188
259,1709660437.7772262,1709660437.777233
260,1709660437.8801441,1709660437.8801503
261,1709660437.9818726,1709660437.9818783
262,1709660438.0772803,1709660438.0772867
263,1709660438.1816459,1709660438.181652
264,1709660438.2794921,1709660438.2795029
265,1709660438.3854873,1709660438.3854935
266,1709660438.4888258,1709660438.4888356
267,1709660438.5860715,1709660438.5860775
268,1709660438.6797242,1709660438.6797302
269,1709660438.7791724,1709660438.779178
270,1709660438.8778353,1709660438.8778415
271,1709660438.9811096,1709660438.9811156
272,1709660439.0864465,1709660439.0864532
273,1709660439.1778913,1709660439.1778953
274,1709660439.278333,1709660439.2783391
275,1709660439.3814151,1709660439.3814216
276,1709660439.4848406,1709660439.4848473
277,1709660439.578346,1709660439.5783532
278,1709660439.6839454,1709660439.683952
279,1709660439.7875288,1709660439.7875342
280,1709660439.8871582,1709660439.887164
281,1709660439.9768991,1709660439.9769034
282,1709660440.078853,1709660440.0788589
283,1709660440.1892292,1709660440.189235
284,1709660440.2788746,1709660440.2788796
285,1709660440.3775394,1709660440.3775442
286,1709660440.477843,1709660440.4778483
287,1709660440.5813248,1709660440.5813315
288,1709660440.6865892,1709660440.6865945
289,1709660440.781646,1709660440.7816525
290,1709660440.8802657,1709660440.8802717
291,1709660441.0078611,1709660441.0078669
292,1709660441.0972812,1709660441.097288
293,1709660441.1800966,1709660441.180103
294,1709660441.2906442,1709660441.2906501
295,1709660441.3816473,1709660441.3816538
296,1709660441.4832578,1709660441.4832642
297,1709660441.5802693,1709660441.5802789
298,1709660441.677635,1709660441.6776426
299,1709660441.7781074,1709660441.7781138
300,1709660441.8785856,1709660441.878593
301,1709660441.9772325,1709660441.977239
302,1709660442.077442,1709660442.0774477
303,1709660442.1811104,1709660442.1811168
304,1709660442.2900116,1709660442.2900176
305,1709660442.384135,1709660442.3841417
306,1709660442.4824657,1709660442.4824715
307,1709660442.5767798,1709660442.5767858
308,1709660442.6770298,1709660442.6770396
309,1709660442.783368,1709660442.7833748
310,1709660442.8789346,1709660442.8789408
311,1709660442.978837,1709660442.98242
312,1709660443.0793743,1709660443.0828617
313,1709660443.1791515,1709660443.1867359
314,1709660443.2923756,1709660443.2958806
315,1709660443.394116,1709660443.3992066
316,1709660443.4785416,1709660443.4820638
317,1709660443.5773215,1709660443.580746
318,1709660443.6793993,1709660443.6814022
319,1709660443.7780216,1709660443.7814398
320,1709660443.8767464,1709660443.8806345
321,1709660443.9807148,1709660443.9849353
322,1709660444.0780234,1709660444.0821664
323,1709660444.1830459,1709660444.1866732
324,1709660444.2932222,1709660444.2955797
325,1709660444.377232,1709660444.3812366
326,1709660444.4773798,1709660444.483114
327,1709660444.5808342,1709660444.5856788
328,1709660444.6774952,1709660444.6808283
329,1709660444.78023,1709660444.7834074
330,1709660444.879433,1709660444.8827407
331,1709660444.9763427,1709660444.9793544
332,1709660445.0774117,1709660445.080474
333,1709660445.1774764,1709660445.181545
334,1709660445.2779257,1709660445.2834046
335,1709660445.3789594,1709660445.382136
336,1709660445.4789686,1709660445.485533
337,1709660445.5768957,1709660445.5820894
338,1709660445.6773489,1709660445.680507
339,1709660445.7819388,1709660445.78532
340,1709660445.877017,1709660445.8809814
341,1709660445.9796531,1709660445.9827929
342,1709660446.0812452,1709660446.084877
343,1709660446.1767445,1709660446.1806958
344,1709660446.2800758,1709660446.2840328
345,1709660446.3857737,1709660446.388924
346,1709660446.4889348,1709660446.4963639
347,1709660446.5787735,1709660446.5822093
348,1709660446.678502,1709660446.6816661
349,1709660446.7795722,1709660446.7824051
350,1709660446.8791144,1709660446.8833995
351,1709660446.9791586,1709660446.9824567
352,1709660447.0788052,1709660447.082125
353,1709660447.1775827,1709660447.180856
354,1709660447.284569,1709660447.287708
355,1709660447.3769667,1709660447.3797514
356,1709660447.4773688,1709660447.4802992
357,1709660447.5789762,1709660447.581968
358,1709660447.6787071,1709660447.687129
359,1709660447.7766497,1709660447.7797863
360,1709660447.8841183,1709660447.886935
361,1709660447.9765372,1709660447.978441
362,1709660448.0787723,1709660448.0812168
363,1709660448.1772351,1709660448.1798964
364,1709660448.2768674,1709660448.2797437
365,1709660448.377966,1709660448.379983
366,1709660448.4834852,1709660448.48731
367,1709660448.5773802,1709660448.5820894
368,1709660448.677243,1709660448.6800888
369,1709660448.7806535,1709660448.7839963
370,1709660448.8761654,1709660448.8783412
371,1709660448.976234,1709660448.9790235
372,1709660449.0866787,1709660449.0897856
373,1709660449.1764789,1709660449.178302
374,1709660449.2798123,1709660449.2826998
375,1709660449.3801205,1709660449.38329
376,1709660449.4805515,1709660449.483441
377,1709660449.5774028,1709660449.5802717
378,1709660449.6807296,1709660449.6848483
379,1709660449.7772903,1709660449.7808611
380,1709660449.8785641,1709660449.880915
381,1709660449.97936,1709660449.9822648
382,1709660450.078865,1709660450.081425
383,1709660450.180151,1709660450.1835308
384,1709660450.2816613,1709660450.285332
385,1709660450.3764582,1709660450.3792999
386,1709660450.4772117,1709660450.48
387,1709660450.5793712,1709660450.583399
388,1709660450.6769223,1709660450.679541
389,1709660450.7766643,1709660450.7793458
390,1709660450.8851488,1709660450.8885202
391,1709660450.9768827,1709660450.9802363
392,1709660451.0793173,1709660451.0822206
393,1709660451.1856835,1709660451.189331
394,1709660451.2763593,1709660451.2792833
395,1709660451.3769655,1709660451.3797243
396,1709660451.4816706,1709660451.4855454
397,1709660451.5764391,1709660451.5790777
398,1709660451.6766732,1709660451.679355
399,1709660451.7791142,1709660451.7813966
400,1709660451.877065,1709660451.8802085
401,1709660451.9799566,1709660451.982354
402,1709660452.087824,1709660452.0910583
403,1709660452.1816034,1709660452.183999
404,1709660452.2831943,1709660452.2859924
405,1709660452.3858526,1709660452.3888886
406,1709660452.4863875,1709660452.4892843
407,1709660452.5779672,1709660452.5809422
408,1709660452.68724,1709660452.6901567
409,1709660452.7772927,1709660452.780177
410,1709660452.8803189,1709660452.8829288
411,1709660452.9785013,1709660452.9818752
412,1709660453.1093895,1709660453.1120503
413,1709660453.1780365,1709660453.180219
414,1709660453.2859561,1709660453.2888038
415,1709660453.3764699,1709660453.3794858
416,1709660453.4823728,1709660453.4854367
417,1709660453.5802386,1709660453.5834017
418,1709660453.678574,1709660453.6811855
419,1709660453.7848923,1709660453.7876897
420,1709660453.8932583,1709660453.8962386
421,1709660453.9767253,1709660453.9794962
422,1709660454.078464,1709660454.0810912
423,1709660454.182279,1709660454.1857018
424,1709660454.2779455,1709660454.2798119
425,1709660454.3822794,1709660454.3851445
426,1709660454.4788299,1709660454.4817345
427,1709660454.5765762,1709660454.5793178
428,1709660454.6794322,1709660454.6860838
429,1709660454.7864127,1709660454.7899806
430,1709660454.8778224,1709660454.88053
431,1709660454.9844582,1709660454.9870126
432,1709660455.0929682,1709660455.0929744
433,1709660455.1853223,1709660455.1853263
434,1709660455.2814343,1709660455.2814417
435,1709660455.3878233,1709660455.3878295
436,1709660455.477685,1709660455.477691
437,1709660455.5802133,1709660455.5802188
438,1709660455.6862314,1709660455.6862366
439,1709660455.7809567,1709660455.7809618
440,1709660455.8799882,1709660455.8799953
441,1709660455.9820828,1709660455.982089
442,1709660456.0819633,1709660456.0819688
443,1709660456.1824868,1709660456.1824932
444,1709660456.2827795,1709660456.2827852
445,1709660456.3798666,1709660456.3798742
446,1709660456.476817,1709660456.476822
447,1709660456.5921192,1709660456.5921257
448,1709660456.6880133,1709660456.6880193
449,1709660456.7854156,1709660456.7854218
450,1709660456.884271,1709660456.8842764
451,1709660456.9848237,1709660456.98483
452,1709660457.0800521,1709660457.0800579
453,1709660457.1856573,1709660457.1856632
454,1709660457.281387,1709660457.2813933
455,1709660457.384601,1709660457.3846085
456,1709660457.4897053,1709660457.4897115
457,1709660457.5862927,1709660457.5862997
458,1709660457.6766546,1709660457.6766605
459,1709660457.7807,1709660457.7807071
460,1709660457.8794787,1709660457.8794856
461,1709660457.9767308,1709660457.9767368
462,1709660458.0949109,1709660458.0949173
463,1709660458.18324,1709660458.183248
464,1709660458.2867825,1709660458.2867892
465,1709660458.3784668,1709660458.3784719
466,1709660458.4808948,1709660458.480902
467,1709660458.5806506,1709660458.5806549
468,1709660458.685068,1709660458.685074
469,1709660458.7769406,1709660458.7769468
470,1709660458.877059,1709660458.8770635
471,1709660458.9857495,1709660458.9857552
472,1709660459.079516,1709660459.0795228
473,1709660459.181151,1709660459.1811574
474,1709660459.2850103,1709660459.285016
475,1709660459.3763433,1709660459.3763473
476,1709660459.485526,1709660459.48553
477,1709660459.58489,1709660459.5848958
478,1709660459.6813788,1709660459.6813834
479,1709660459.7821982,1709660459.782203
480,1709660459.87648,1709660459.876486
481,1709660459.9808524,1709660459.9808583
482,1709660460.0772595,1709660460.0772672
483,1709660460.1810522,1709660460.1810577
484,1709660460.2804625,1709660460.2804697
485,1709660460.385829,1709660460.385835
486,1709660460.485828,1709660460.4858332
487,1709660460.5784962,1709660460.5785034
488,1709660460.6793568,1709660460.679365
489,1709660460.7849677,1709660460.784975
490,1709660460.8784883,1709660460.8784945
491,1709660460.9868145,1709660460.9868207
492,1709660461.0867572,1709660461.086765
493,1709660461.1824207,1709660461.1824276
494,1709660461.2803023,1709660461.2803094
495,1709660461.3871958,1709660461.3872013
496,1709660461.4810903,1709660461.481098
497,1709660461.5850296,1709660461.5850368
498,1709660461.691762,1709660461.6917672
499,1709660461.7783542,1709660461.778358
500,1709660461.8836827,1709660461.8836884
501,1709660461.9839685,1709660461.9839756
502,1709660462.0869122,1709660462.0869184
503,1709660462.178229,1709660462.1782343
504,1709660462.2798433,1709660462.2798495
505,1709660462.3804169,1709660462.3804233
506,1709660462.481177,1709660462.4811854
507,1709660462.5833657,1709660462.5833724
508,1709660462.685996,1709660462.6860008
509,1709660462.7819138,1709660462.7820473
510,1709660462.8819356,1709660462.8819408
511,1709660462.9922807,1709660462.992288
512,1709660463.086358,1709660463.0863652
513,1709660463.1889443,1709660463.1889539
514,1709660463.2831693,1709660463.2831745
515,1709660463.3865235,1709660463.3865294
516,1709660463.4781568,1709660463.4781644
517,1709660463.5863721,1709660463.5863774
518,1709660463.6836333,1709660463.6836402
519,1709660463.7855928,1709660463.7855988
520,1709660463.883752,1709660463.8837593
521,1709660463.987949,1709660463.987955
522,1709660464.082179,1709660464.0821853
523,1709660464.1818702,1709660464.181878
524,1709660464.2859454,1709660464.2859526
525,1709660464.3917334,1709660464.3917391
526,1709660464.4792597,1709660464.479264
527,1709660464.5843756,1709660464.5843823
528,1709660464.685639,1709660464.6856456
529,1709660464.779398,1709660464.7794034
530,1709660464.8816023,1709660464.8816085
531,1709660464.9923725,1709660464.9923794
532,1709660465.084159,1709660465.0841649
533,1709660465.2216887,1709660465.2216947
534,1709660465.2855318,1709660465.2855372
535,1709660465.3833122,1709660465.3833175
536,1709660465.4788225,1709660465.4788258
537,1709660465.5794365,1709660465.5794427
538,1709660465.6769357,1709660465.6769397
539,1709660465.7818625,1709660465.7818692
540,1709660465.8812761,1709660465.8812816
541,1709660465.9843898,1709660465.984396
542,1709660466.079942,1709660466.0799477
543,1709660466.1812673,1709660466.1812725
544,1709660466.2887661,1709660466.2887702
545,1709660466.380662,1709660466.3806682
546,1709660466.4842424,1709660466.4842472
547,1709660466.584942,1709660466.5849488
548,1709660466.68011,1709660466.6801147
549,1709660466.77995,1709660466.7799566
550,1709660466.8800924,1709660466.8800993
551,1709660466.9800696,1709660466.9800808
552,1709660467.0794368,1709660467.0794425
553,1709660467.189968,1709660467.193252
554,1709660467.2792656,1709660467.2817843
555,1709660467.3864024,1709660467.390094
556,1709660467.4832647,1709660467.4862645
557,1709660467.585142,1709660467.5884914
558,1709660467.694511,1709660467.696774
559,1709660467.7825396,1709660467.7854521
560,1709660467.8862205,1709660467.8898108
561,1709660467.9890332,1709660467.992154
562,1709660468.092083,1709660468.0993838
563,1709660468.1795552,1709660468.1836188
564,1709660468.2780435,1709660468.2810216
565,1709660468.3816025,1709660468.3844051
566,1709660468.4787247,1709660468.4816396
567,1709660468.577797,1709660468.5805128
568,1709660468.6801503,1709660468.684769
569,1709660468.78162,1709660468.7844713
570,1709660468.8827085,1709660468.888241
571,1709660468.988541,1709660468.991681
572,1709660469.0814967,1709660469.083916
573,1709660469.1795864,1709660469.182474
574,1709660469.2820213,1709660469.2856698
575,1709660469.3781588,1709660469.3803387
576,1709660469.4861803,1709660469.4892354
577,1709660469.5788832,1709660469.5818315
578,1709660469.6808233,1709660469.684018
579,1709660469.7865796,1709660469.7891452
580,1709660469.8796122,1709660469.8823
581,1709660469.9867697,1709660469.9900064
582,1709660470.0854738,1709660470.0877683
583,1709660470.1906025,1709660470.1934128
584,1709660470.2817535,1709660470.284889
585,1709660470.3777523,1709660470.3803117
586,1709660470.4840264,1709660470.486278
587,1709660470.5770092,1709660470.5803924
588,1709660470.6886766,1709660470.6921744
589,1709660470.7883828,1709660470.7916634
590,1709660470.882378,1709660470.8852303
591,1709660470.9876044,1709660470.990582
592,1709660471.078427,1709660471.0801802
593,1709660471.1783779,1709660471.1811936
594,1709660471.2943637,1709660471.2997105
595,1709660471.3909764,1709660471.3954916
596,1709660471.4865515,1709660471.4898415
597,1709660471.590257,1709660471.5938673
598,1709660471.6872244,1709660471.6901033
599,1709660471.7842884,1709660471.786905
600,1709660472.2818887,1709660472.2819011
601,1709660472.2899506,1709660472.2899542
602,1709660472.3142219,1709660472.314227
603,1709660472.3888125,1709660472.3888185
604,1709660472.4881508,1709660472.488159
605,1709660472.583896,1709660472.5839021
606,1709660472.6765358,1709660472.6765428
607,1709660472.7781477,1709660472.7781534
608,1709660472.8790915,1709660472.8790975
609,1709660472.9765728,1709660472.9765782
610,1709660473.0793586,1709660473.0793643
611,1709660473.18184,1709660473.181847
612,1709660473.2777362,1709660473.2777407
613,1709660473.3803585,1709660473.3803642
614,1709660473.479187,1709660473.4791942
615,1709660473.5764627,1709660473.5764692
616,1709660473.6824164,1709660473.6824234
617,1709660473.7888145,1709660473.7888222
618,1709660473.8809717,1709660473.880978
619,1709660473.9818692,1709660473.9818745
620,1709660474.081496,1709660474.0815027
621,1709660474.1774013,1709660474.1774075
622,1709660474.2915566,1709660474.291562
623,1709660474.400164,1709660474.4001722
624,1709660474.4822998,1709660474.4823062
625,1709660474.5862105,1709660474.5862162
626,1709660474.6891227,1709660474.6891289
627,1709660474.7834096,1709660474.7834165
628,1709660474.8775136,1709660474.8775187
629,1709660474.9788609,1709660474.9788678
630,1709660475.0812855,1709660475.0812917
631,1709660475.1817818,1709660475.1817877
632,1709660475.2801955,1709660475.2802029
633,1709660475.3855848,1709660475.3855898
634,1709660475.4874516,1709660475.487458
635,1709660475.5853498,1709660475.5853562
636,1709660475.677941,1709660475.6779468
637,1709660475.7951486,1709660475.795155
638,1709660475.887901,1709660475.887909
639,1709660475.9872682,1709660475.9872754
640,1709660476.086256,1709660476.0862617
641,1709660476.1794174,1709660476.179423
642,1709660476.286003,1709660476.2860086
643,1709660476.383514,1709660476.3835194
644,1709660476.4793837,1709660476.4793909
645,1709660476.57905,1709660476.579056
646,1709660476.6871972,1709660476.687203
647,1709660476.785056,1709660476.7850618
648,1709660476.8807178,1709660476.8807232
649,1709660476.9830194,1709660476.983024
650,1709660477.0802321,1709660477.0802386
651,1709660477.180653,1709660477.1806586
652,1709660477.2939565,1709660477.2939625
653,1709660477.3810296,1709660477.3810349
654,1709660477.485101,1709660477.4851074
655,1709660477.5922673,1709660477.5922732
656,1709660477.6778104,1709660477.6778166
657,1709660477.7778833,1709660477.7778893
658,1709660477.8849936,1709660477.8849998
659,1709660477.9822493,1709660477.9822567
660,1709660478.0815618,1709660478.0815678
661,1709660478.1793458,1709660478.1793532
662,1709660478.2966075,1709660478.296615
663,1709660478.377255,1709660478.377262
664,1709660478.4840076,1709660478.484014
665,1709660478.582914,1709660478.5829206
666,1709660478.681007,1709660478.6810136
667,1709660478.7840853,1709660478.7840903
668,1709660478.886484,1709660478.8864908
669,1709660478.9839122,1709660478.983924
670,1709660479.0832655,1709660479.0832725
671,1709660479.1816137,1709660479.181619
672,1709660479.287884,1709660479.2878914
673,1709660479.4017553,1709660479.4017613
674,1709660479.4820828,1709660479.4820876
675,1709660479.5795121,1709660479.5795183
676,1709660479.6778717,1709660479.6778777
677,1709660479.7836509,1709660479.7836573
678,1709660479.8771148,1709660479.8771222
679,1709660479.9831822,1709660479.9831882
680,1709660480.0855386,1709660480.0855453
681,1709660480.1849341,1709660480.1849415
682,1709660480.280807,1709660480.2808127
683,1709660480.3806288,1709660480.3806355
684,1709660480.4794624,1709660480.4794688
685,1709660480.5767312,1709660480.5767367
686,1709660480.6883645,1709660480.6883736
687,1709660480.7833242,1709660480.7833357
688,1709660480.8940156,1709660480.8940217
689,1709660480.978751,1709660480.9787574
690,1709660481.0817592,1709660481.0817633
691,1709660481.1792896,1709660481.1792955
692,1709660481.2773788,1709660481.2773852
693,1709660481.3851495,1709660481.3851557
694,1709660481.4798484,1709660481.4798543
695,1709660481.5902932,1709660481.5902984
696,1709660481.6873133,1709660481.6873198
697,1709660481.791366,1709660481.7913716
698,1709660481.8812718,1709660481.8812788
699,1709660481.9766264,1709660481.9766326
700,1709660482.0836897,1709660482.083695
701,1709660482.1880078,1709660482.1880124
702,1709660482.2843635,1709660482.2843702
703,1709660482.3820496,1709660482.3820531
704,1709660482.4813774,1709660482.481383
705,1709660482.58163,1709660482.5816371
706,1709660482.68108,1709660482.6810853
707,1709660482.788513,1709660482.7885196
708,1709660482.8764007,1709660482.8764064
709,1709660482.9865794,1709660482.9865856
710,1709660483.0853703,1709660483.0853767
711,1709660483.1775768,1709660483.1775916
712,1709660483.2847724,1709660483.2847784
713,1709660483.385356,1709660483.3853607
714,1709660483.481197,1709660483.481204
